  always ,  Reading #zizek before bed is always a recipe for a nice 
  great ,  RT @WayneHjellum.  Dolphins look great!! #sarcasm
  great ,  RT @CarleeMullinax.  Great way to start my day #sarcasm
  great ,  #died sometimes I wish you guys knew my Scranton friends
  great ,  @Daggy1 Throwing a lot of money at the Teachers Union
  great ,  Keep trying
  great ,  Nothing like the smell of livestock in the morning after a sleepless night to make a great start to the day. #sarcasm
  great ,  It feels like I got maybe 2 hours of sleep last night. This is going to be a great day!!! #sarcasm
  great ,  @TIME Right now is such a great time to hog tie and scold the CIA #sarcasm
  great ,  Worked until 1am
  great ,  PSA.  I woke up in a great mood today! #sarcasm #watchout
  great ,  I feel like shit and can't rlly hold down food
  great ,  2 hours of sleep last night was great #sarcasm
  great ,  S/O to my lrt... That's a great idea... #sarcasm
  great ,  Such A Great Achievement #Sarcasm
  great ,  I had such a great I bought a bottle of wine and may share.. #sarcasm
  great ,  Great its snowing #sarcastic #hatethesnow
  great ,  Oh you're doing great at keeping addicted to sweet tea...thaaaanks. #sarcasm #mcdonalds #gettingfatter http. //t.co/IZy3nkGO9R
  great ,  Isn't it great when you make things super complicated that should be really simple? #sarcasm
  great ,  Life is great. #SARCASM
  great ,  I'm seriously having such a great December!!!! #Sarcasm
  great ,  If I was a Phoenix dman I'd just shot it at the net at this point. Oh
  great ,  Both lineups are loaded with great averages in the postseason!! #sarcasm
  great ,  Today was a great day omg loved it yay so much fun so happy woohoo #sarcasm #todaysucked
  great ,  I wouldn't do this show if I didn't get paid. -Bill O'Reilly 
  great ,  woke up with cramps this is just great ! #sarcasm
  great ,  Josh Freeman looking like a great pick up for the queens. #Sarcasm
  great ,  @Fullcarry well great then... I am glad we are following them down the path to prosperity.  #sarcasm
  great ,  Well done to the tool who was beside me at the petrol station. Being on a call while filling your car with fuel is a great idea!! #sarcasm
  great ,  RT @PeedReraner.  I love it when @rytherb wakes me from my great nap to help film his project. I REALLY DO! #sarcasm #FuckYouRyan
  great ,  Awesome
  great ,  4-0. Great effort! #sarcasm
  great ,  What a great start #sarcasm #texans
  great ,  No internet for this week... fucken great. #sarcasm
  great ,  Great start to this morning... #sarcasm
  great ,  Having a great Friday night
  great ,  @Becaaahhh yeah because they're so great without him #sarcasm
  great ,  Solving your problems with drugs is a great way to live you're life. #Society #sarcasm
  great ,  Urrgh. Too early. And I miss Xmas do cos I'm on duty. Great. #livingthedream #sarcasm
  great ,  @itzBlizzardMC What did I do to receive a great honor of being followed by the choosen one??! #Sarcasm
  great ,  What a great way to end this already fantastic week. #sarcasm
  great ,  Tevin Mitchell is a great corner
  great ,  Great friends #sarcasm
  great ,  Well that was a great way to start a Tuesday #sarcasm #fuckingtwat
  great ,  Great form...#sarcasm
  great ,  @LexMorgan4 that must mean that you're an awesome person who's great at making friends. #sarcasm
  great ,  What a great day of sat on the sofa.. #sarcasm #not
  great ,  Cherry on top of a great week. #Sarcastic http. //t.co/8hhbekFsOV
  great ,  RT @kaylazeringue.  What a great way to start off the new year #sarcasm
  great ,  Those mornings where you wake up randomly at 4 and 5. 30 before your alarm at 6. 30. Yeah
  great ,  RT @x__SignedKoisey.  great way to end the night.....#sarcasm.
  great ,  Day starting off great #sarcasm
  great ,  3 hours of sleep. My sinuses are a mess. I feel great. #sarcasm
  great ,  CAC card slid under a door that no Sgt has keys to great first day back #sarcasm
  great ,  @Ciaraward4 you missed a great day! #sarcasm #wasshite
  great ,  Really power cuts are still a thing? Great timing #sarcasm
  great ,  Got more great news today. #sarcasm
  great ,  You know what is great for a headache
  great ,  My parents really know how start my morning great. #sarcasm
  great ,  @Bridgettexxx @DaisyWhitakerr today has been great
  great ,  What a great day this has been. Not!#sarcasm #pissedoff
  great ,  Brands think great photos just pop into the air
  great ,  At least TCF has some great parking options for people who don't have season passes... #sarcasm #goodlord
  great ,  Country music....great music #sarcasm
  great ,  What a great wednesday. #sarcasm
  great ,  Joey Crawford is having a great game #Heat #Pacers #sarcasm
  great ,  Great selection picking Carberry over Root. #sarcasm #Ashes
  great ,  Backs still killing me. Now I'm getting a headache. And my nephew is getting a cold I feel. This day is going to be great. #sarcasm
  great ,  If someone can post that pic of the scary doll and kid crying with it captioned.  when I have kids one more time
  great ,  100.6 fever? This is great..
  great ,  Overheard a mom tell her child to shut the hell up...great parenting! #sarcastic #poorparenting
  great ,  Do I really need to tip a coat check guy? What a great job u did handing me my coat back. #sarcasm #scam
  great ,  Cuz adding a bracket on a tooth that is under my cheek was such a great idea....#sarcasm
  great ,  I've had a great weekend #sarcasm
  great ,  well this is a great christmas eve lol #sarcasm
  great ,  You know you're having a great night when you order Dominos for dinner. #sarcasm
  great ,  RT @_MelodyAnderson.  Wow.. I'm in a great mood. Today has been awesome. #sarcasm
  great ,  @aftonzebro such a great movie. #sarcasm
  great ,  isn't it great that the president is visiting LA to ask people for money causing my commute to take WAY longer than it should? #sarcasm
  great ,  @SherrodbCSN great I was afraid with Sully getting hurt they would be down to an 11 man rotation.  Now they can get back to 12.  #sarcasm
  great ,  Great defense @Giants....#sarcasm
  great ,  My cast looks great with my dress! #sarcasm #castproblems
  great ,  @willbuxton @gomw_uk Great people like us only get recognized after we pass away ;) . o) ;) #sarcasm
  great ,  Almost forgot my clothes for gym this morning... Off to a great start. #sarcasm
  great ,  Great
  great ,  Its great when your parents remember it's your birthday.... Lol #sarcasm
  great ,  Stupid car battery won't start! #fml Great beginning of the week right? #sarcasm
  great ,  Got a letter from my insurance provider. This new health care law is going to work out great. #sarcasm
  great ,  Me.  Hey mom
  great ,  Such a great way to start of my morning
  great ,  Next match up is a great one! Khali and Santino vs The Real Americans. #WWEBattleground #WWE #Sarcasm
  great ,  This is just great.. Juuuust great! #sarcasm
  great ,  Great. Thunder. Because I wasn't scared enough already. #sarcasm #santaclarita
  great ,  @garlandgillen @ESPNMag it's always a great weekend when you are from Ohio. #sarcasm
  great ,  Don't bother thinking about me
  great ,  what a great family I have . ) #Sarcastic
  great ,  Wow! Great defense Mizzou #sarcasm #secdefense
  great ,  Well I feel great #sarcasm
  great ,  a great way to start off 2014 is hitting your head on a door corner. owww #sarcasm
  great ,  When your sister comes back home... Back to me getting ignored 24/7 by everyone... My life is just so fucking great #SARCASTIC
  great ,  Great to see the bulls getting smacked by the heat.#sarcasm
  great ,  Fox does a great job at this whole post season thing 
  great ,  Its 3 a.m. and i almost puked... being sick is great... #sarcasm
  great ,  @NYIslanders Great effort guys! Let's build on this momentum for the next one!! #sarcasm #patheticexcuse
  great ,  Awe what a great feeling #sarcasm
  great ,  He'll look great in a MN Wi...n/m RT @Russostrib.  Vanek just disrespected the game with that sick between the legs goal #sarcasm
  great ,  My days been fucking great #sarcasm #cannotbefucked
  great ,  Nike tracksuit
  great ,  @sues_larues great idea!! That doesn't scream desperate! #sarcasm #yourebeautiful #boysaredumb
  great ,  So
  great ,  RT @TheKCDude.  Standing ovation for the refs of the #CHIEFS game....they've had a great day. #sarcasm
  great ,  @robbensleftfoot But but..Hamilton Lewis has a great personality.... #sarcasm
  great ,  RT @DanielNich1.  Today is gonna be great #sarcasm
  great ,  @adriv95.  My paycheck goes to my car insurance
  great ,  @DaniDoughnuts what a great way to say sorry lol #sarcasm
  great ,  RT @jploenneke.  Great athletes use supplement x and perform well...couldn't possibly be due to training #sarcasm
  great ,  i bet most people who post really cool pictures of them smoking weed or doing drugs have great careers and a lot going for them. #sarcasm
  great ,  RT @booboox.  Great D there Tucker #sarcasm #Bears
  great ,  Still up and I have practice at 6? Tomorrow is going to be great! #sarcasm
  great ,  Good job twitter.. This new look is great. #sarcasm #why
  great ,  This week is off to a great start! #sarcasm
  great ,  what a great ending to this fantastic day #sarcasm
  great ,  Airshow tomorrow in Winston Salem... Weather looks great........ #sarcasm #weathermanwoes  http. //t.co/6NFJVxP1QR
  great ,  Wow great to see such strong support for the #Falcons #emptyseats #sportscity #sarcasm
  great ,  @9NewsAUS @9NewsBrisbane @KerrieYaxley @thetodayshow oh great. Another reform package. Was wondering what we would do next year. #sarcasm
  great ,  Great weekend for Wisconsin sports! #sarcasm
  great ,  You're gonna listen to a song where the singer drops the f-bomb every other word with your kids in the car? You're a great parent #sarcasm
  great ,  Yuup this weather was great. Thank you weatherman #sarcasm
  great ,  so dip class today
  great ,  @MaryKate3045 good thing I'm a goalie and get a great cardio workout... #sarcasm
  great ,  My neighbor is such a great singer #sarcasm #quietdown
  great ,  Great morning. Daughter screamed I hate you! then told me she didn't care about me. It's going to be a good day. #sarcasm
  great ,  RT @MadisonHopee.  Today's been such a great day #sarcasm
  great ,  Might not even go tonight. 
  great ,  @BBCBreaking @YohanShan Great! Now the Syria war can finally continue without any outside intervention. #sarcasm
  great ,  What a great way to get our city nationally recognized. #sarcasm
  great ,  Lost a friend today... Life is so great #sarcasm
  great ,  Oh great they're interviewing Martin Tasker on TV1....What an inspiration. #AmericasCup #sarcasm
  great ,  Well.. Today was awesome. Birthday week is going great. #sarcasm
